Budget Info:
id,name,description,is_default,created_at,updated_at,user_state,available_amount
741fac4e-6439-4018-ab5e-b49d23a0352f,Personal Budget,User 1's personal budget,false,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00,[object Object],0

Categories:
id,budget_id,name,description,color,icon,is_active,sort_order,category_type,created_at,updated_at
e1ec22f8-1ac1-4cef-b44d-c6def51b4730,741fac4e-6439-4018-ab5e-b49d23a0352f,Entertainment,"Movies, dining out, hobbies",#9C27B0,,true,4,expense,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
d6bb2266-919b-48b3-91ce-0a7a9be82001,741fac4e-6439-4018-ab5e-b49d23a0352f,Groceries,Food and grocery expenses,#4CAF50,,true,1,expense,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
a22fa5c2-d5fd-4809-8e71-5a55725ab088,741fac4e-6439-4018-ab5e-b49d23a0352f,Healthcare,"Medical, dental, insurance",#F44336,,true,5,expense,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
4689c7e2-a255-4ed4-8243-d7e45c8c066f,741fac4e-6439-4018-ab5e-b49d23a0352f,Housing,"Rent, mortgage, maintenance",#795548,,true,6,expense,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
f188fac6-0a0a-4de1-a653-8bdd6ee2b5b5,741fac4e-6439-4018-ab5e-b49d23a0352f,Other Expenses,Miscellaneous expenses,#607D8B,,true,8,expense,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
01b78ada-c02f-4fd9-97b0-ac8100e7f8bb,741fac4e-6439-4018-ab5e-b49d23a0352f,Other Income,"Bonus, gifts, miscellaneous income",#CDDC39,,true,2,income,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
13c3588e-da00-4c87-b4bf-1764774e8228,741fac4e-6439-4018-ab5e-b49d23a0352f,Personal Care,"Clothing, haircuts, personal items",#E91E63,,true,7,expense,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
638e2168-b43f-4c02-b7fb-312f1c39a5d7,741fac4e-6439-4018-ab5e-b49d23a0352f,Salary Income,Regular salary and wages,#8BC34A,,true,1,income,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
01c7aacb-0bf4-4ce6-9f16-734894907f98,741fac4e-6439-4018-ab5e-b49d23a0352f,Transportation,"Gas, public transit, car expenses",#2196F3,,true,2,expense,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
85cf2b9b-c07e-454e-90a8-3111fa0ac2fa,741fac4e-6439-4018-ab5e-b49d23a0352f,Utilities,"Electricity, water, internet, phone",#FF9800,,true,3,expense,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00

Envelopes:
id,budget_id,name,description,color,icon,is_active,sort_order,current_balance,target_amount,should_notify,notify_date,notify_amount,created_at,updated_at,category_id,categories,category_name
95b22db6-3718-469f-9b36-57525dfbc6f5,741fac4e-6439-4018-ab5e-b49d23a0352f,Emergency Fund,Emergency fund for unexpected expenses,#F44336,,true,1,0,1000,false,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00,,,
c489d5d8-108a-4958-a024-89f6725f38a7,741fac4e-6439-4018-ab5e-b49d23a0352f,Entertainment,"Movies, dining out, fun activities",#9C27B0,,true,4,0,150,false,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00,,,
e174e145-545e-4720-bcfb-5c1cbd9007d5,741fac4e-6439-4018-ab5e-b49d23a0352f,Groceries,Monthly grocery budget,#4CAF50,,true,2,0,400,false,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00,,,
43f6fe94-0997-4ce2-a343-6eb2329c109c,741fac4e-6439-4018-ab5e-b49d23a0352f,Miscellaneous,Other expenses and flexible spending,#607D8B,,true,8,0,200,false,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00,,,
28f847a4-3ba9-4fdd-b45f-f795c90ff000,741fac4e-6439-4018-ab5e-b49d23a0352f,Personal Care,"Clothing, haircuts, personal items",#E91E63,,true,6,0,100,false,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00,,,
b741cef6-8e01-4eb8-85ee-abca9e3645bf,741fac4e-6439-4018-ab5e-b49d23a0352f,Savings Goals,Long-term savings and goals,#8BC34A,,true,7,0,500,false,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00,,,
0d795831-012f-4055-b0e7-8664fc2bf195,741fac4e-6439-4018-ab5e-b49d23a0352f,Transportation,"Gas, public transit, car expenses",#2196F3,,true,3,0,200,false,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00,,,
49ea3ee5-a1b8-4a7e-9418-3f04c3b93b5b,741fac4e-6439-4018-ab5e-b49d23a0352f,Utilities,"Electricity, water, internet, phone bills",#FF9800,,true,5,0,300,false,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00,,,

Payees:
id,budget_id,name,description,color,icon,is_active,sort_order,payee_type,address,phone,email,website,preferred_payment_method,account_number,total_paid,last_payment_date,last_payment_amount,created_at,updated_at
a5205de9-1582-4bd0-aa70-fdadac8c13f3,741fac4e-6439-4018-ab5e-b49d23a0352f,Bank,Loan payments and fees,#607D8B,,true,6,business,,,,,,,0,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
8dc1c47e-fe06-4142-a738-d1950c6dde6c,741fac4e-6439-4018-ab5e-b49d23a0352f,Cash Withdrawal,ATM and cash transactions,#009688,,true,11,other,,,,,,,0,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
47357b28-2547-483b-8491-69e5bee535c9,741fac4e-6439-4018-ab5e-b49d23a0352f,Doctor/Healthcare,Medical expenses,#F44336,,true,8,service,,,,,,,0,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
05b79e3a-fd35-4b12-a61f-f62bbf738d53,741fac4e-6439-4018-ab5e-b49d23a0352f,Electric Company,Monthly electricity bills,#FFC107,,true,3,utility,,,,,,,0,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
75b2e985-6458-43a1-b7d9-709a98a539aa,741fac4e-6439-4018-ab5e-b49d23a0352f,Gas Station,Fuel and gas purchases,#FF9800,,true,2,business,,,,,,,0,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
b4207bc2-41c1-475c-ba58-6f2944d6b41b,741fac4e-6439-4018-ab5e-b49d23a0352f,Grocery Store,Regular grocery shopping,#4CAF50,,true,1,business,,,,,,,0,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
467356c5-73b3-445a-acc9-ebac6697f407,741fac4e-6439-4018-ab5e-b49d23a0352f,Insurance Company,Insurance premiums,#9C27B0,,true,5,business,,,,,,,0,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
5709a775-6c9d-482e-90db-1f8bd2649cf8,741fac4e-6439-4018-ab5e-b49d23a0352f,Internet Provider,Monthly internet service,#2196F3,,true,4,service,,,,,,,0,,,2025-07-07T02:01:07.627839+00:00,2025-07-07T02:01:07.627839+00:00
